人口	じんこう	N4
人工	じんこう	N4
人形	にんぎょう	N4
人数	にんずう	N4
人気	にんき	N4
人気	ひとけ	N2
人物	じんぶつ	N4
人生	じんせい	N4
人種	じんしゅ	N4
人間	にんげん	N4
人類	じんるい	N4
今	いま	N5
今に	いまに	N4
今にも	いまにも	N4
今回	こんかい	N4
今夜	こんや	N4
今年	ことし	N5
今度	こんど	N4
今後	こんご	N4
今日	きょう	N5
今日	こんにち	N4
今晩	こんばん	N5
今月	こんげつ	N5
今朝	けさ	N5
今週	こんしゅう	N5
仕方	しかた	N4
仕様	しよう	N4
仕組	しくみ	N2
仕組み	しくみ	N4
他	た	N4
他	ほか	N4
他人	たにん	N4
付き合い	つきあい	N4
付く	つく	N4
付ける	つける	N4
付合う	つきあう	N4
代える	かえる	N4
代る	かわる	N4
代わり	かわり	N4
代理	だいり	N4
代表	だいひょう	N4
代金	だいきん	N4
以上	いじょう	N4
以下	いか	N4
以内	いない	N4
以前	いぜん	N4
以外	いがい	N4
以来	いらい	N4
以降	いこう	N3
仲	なか	N4
仲間	なかま	N4
休み	やすみ	N5
休む	やすむ	N5
休息	きゅうそく	N4
会合	かいごう	N4
会員	かいいん	N4
会場	かいじょう	N4
会計	かいけい	N4
会話	かいわ	N4
会議	かいぎ	N4
会議室	かいぎしつ	N4
伝わる	つたわる	N4
伝統	でんとう	N4
伝言	でんごん	N4
伺う	うかがう	N4
似る	にる	N4
位置	いち	N4
低い	ひくい	N5
住	じゅう	N4
住所	じゅうしょ	N4
住民	じゅうみん	N4
体	からだ	N5
体制	たいせい	N3
体温	たいおん	N4
体育	たいいく	N4
体調	たいちょう	N4
体重	たいじゅう	N4
何か	なにか	N4
何で	なんで	N4
何でも	なんでも	N4
何とか	なんとか	N4
余り	あまり	N5
作	さく	N4
作り	つくり	N2
作品	さくひん	N4
作家	さっか	N4
作文	さくぶん	N5
作曲	さっきょく	N4
作業	さぎょう	N4
作法	さほう	N4
作物	さくもつ	N4
使い	つかい	N4
使用	しよう	N4
例	れい	N4
例え	たとえ	N4
例えば	たとえば	N4
例外	れいがい	N4
価値	かち	N4
価格	かかく	N4
便	びん	N4
便り	たより	N4
係	かかり	N4
保存	ほぞん	N3
信じる	しんじる	N4
信号	しんごう	N4
信用	しんよう	N4
信頼	しんらい	N3
修理	しゅうり	N4
俳優	はいゆう	N4
個人	こじん	N4
倍	ばい	N4
倒れる	たおれる	N4
借り	かり	N4
借りる	かりる	N5
借金	しゃっきん	N4
値段	ねだん	N4
健康	けんこう	N4
傘	かさ	N4
傾向	けいこう	N3
働き	はたらき	N4
僕	ぼく	N4
億	おく	N4
優しい	やさしい	N4
元	もと	N4
兄	あに	N5
兄弟	きょうだい	N5
先	さき	N5
先日	せんじつ	N4
先月	せんげつ	N5
先行	せんこう	N4
先輩	せんぱい	N4
先週	せんしゅう	N5
光	ひかり	N4
光る	ひかる	N4
光景	こうけい	N4
児童	じどう	N4
入り	いり	N4
入れる	いれる	N5
入力	にゅうりょく	N4
入口	いりぐち	N5
入場	にゅうじょう	N4
入社	にゅうしゃ	N3
全	ぜん	N4
全く	まったく	N4
全て	すべて	N4
全体	ぜんたい	N4
全員	ぜんいん	N4
全国	ぜんこく	N4
全身	ぜんしん	N4
全部	ぜんぶ	N5
八	はち	N5
八つ	やっつ	N5
八日	ようか	N5
八百屋	やおや	N5
公共	こうきょう	N3
公務員	こうむいん	N4
公園	こうえん	N5
公平	こうへい	N4
公正	こうせい	N4
公衆	こうしゅう	N3
六	ろく	N5
六つ	むっつ	N5
六日	むいか	N5
共に	ともに	N4
共同	きょうどう	N4
共有	きょうゆう	N4
共通	きょうつう	N4
具体	ぐたい	N4
具合	ぐあい	N4
内	うち	N4
内容	ないよう	N4
円	まる	N4
再来月	さらいげつ	N4
再来週	さらいしゅう	N4
冗談	じょうだん	N3
写す	うつす	N4
写る	うつる	N4
写真	しゃしん	N5
冬	ふゆ	N5
冷える	ひえる	N4
冷たい	つめたい	N5
冷ます	さます	N4
冷める	さめる	N4
冷やす	ひやす	N4
冷房	れいぼう	N4
冷蔵庫	れいぞうこ	N5
冷静	れいせい	N4
凄い	すごい	N4
出	で	N4
出かける	でかける	N5
出し	だし	N4
出す	だす	N5
出会	であい	N4
出会い	であい	N4
出会う	であう	N4
出口	でぐち	N5
出合い	であい	N4
出場	しゅつじょう	N4
出席	しゅっせき	N4
出席	しゅっせきする	N4
出張	しゅっちょう	N3
出来事	できごと	N4
出発	しゅっぱつ	N4
出発	しゅっぱつする	N4
刀	かたな	N4
分	ぶん	N4
分かれる	わかれる	N4
分け	わけ	N4
分ける	わける	N4
分野	ぶんや	N4
切り	きり	N4
切る	きる	N5
切れ	きれ	N4
切れる	きれる	N4
切手	きって	N5
切符	きっぷ	N4
列	れつ	N4
列車	れっしゃ	N4
初め	はじめ	N4
初めて	はじめて	N5
初級	しょきゅう	N3
判断	はんだん	N4
別	べつ	N4
別に	べつに	N4
別れ	わかれ	N4
別れる	わかれる	N4
利口	りこう	N4
利点	りてん	N2
利用	りよう	N4
制度	せいど	N4
刷る	する	N4
削る	けずる	N2
前	まえ	N5
前もって	まえもって	N4
前回	ぜんかい	N4
前提	ぜんてい	N2
前日	ぜんじつ	N4
前者	ぜんしゃ	N4
前進	ぜんしん	N4
剥く	むく	N4
割れる	われる	N4
割合	わりあい	N4
力	ちから	N4
加える	くわえる	N4
加わる	くわわる	N4
加味	かみ	N4
助かる	たすかる	N4
助け	たすけ	N2
助ける	たすける	N4
助手	じょしゅ	N4
努力	どりょく	N4
労働	ろうどう	N4
効果	こうか	N4
効率	こうりつ	N2
勇気	ゆうき	N4
勉強	べんきょう	N5
動かす	うごかす	N4
動き	うごき	N2
動く	うごく	N4
動物	どうぶつ	N5
動物園	どうぶつえん	N4
勝ち	かち	N4
勝つ	かつ	N4
勤める	つとめる	N5
勤務	きんむ	N2
匂い	におい	N4
包み	つつみ	N4
包む	つつむ	N4
化学	かがく	N4
北	きた	N5
北側	きたがわ	N4
区切り	くぎり	N2
区別	くべつ	N4
医学	いがく	N4
医者	いしゃ	N5
医院	いいん	N4
十	じゅう	N5
十分	じゅうぶん	N4
十日	とおか	N5
千	せん	N5
午前	ごぜん	N5
午後	ごご	N5
半	はん	N5
半ば	なかば	N4
半分	はんぶん	N5
半端	はんぱ	N2
卒業	そつぎょう	N4
協力	きょうりょく	N4
協調	きょうちょう	N4
協議	きょうぎ	N4
南	みなみ	N5
単に	たんに	N4
単位	たんい	N4
単純	たんじゅん	N3
単語	たんご	N4
博物館	はくぶつかん	N4
印	しるし	N4
印刷	いんさつ	N4
印象	いんしょう	N3
危ない	あぶない	N5
危険	きけん	N4
卵	たまご	N5
厚い	あつい	N5
原	はら	N4
原因	げんいん	N4
去る	さる	N4
去年	きょねん	N5
参る	まいる	N4
参加	さんか	N4
参考	さんこう	N4
友	とも	N4
友人	ゆうじん	N4
友好	ゆうこう	N4
反る	かえる	N4
反対	はんたい	N4
反省	はんせい	N4
収集	しゅうしゅう	N2
取り上げる	とりあげる	N4
取り替える	とりかえる	N4
取る	とる	N5
取れる	とれる	N4
受け	うけ	N4
受ける	うける	N4
受け取	うけとり	N4
受け取る	うけとる	N4
受付	うけつけ	N4
口	くち	N5
叩く	たたく	N4
召し上がる	めしあがる	N4
可愛い	かわいい	N5
可能	かのう	N4
台所	だいどころ	N5
台風	たいふう	N4
叱る	しかる	N4
右	みぎ	N5
司会	しかい	N3
各地	かくち	N3
合う	あう	N4
合わせる	あわせる	N4
合図	あいず	N4
合格	ごうかく	N4
合計	ごうけい	N4
同じ	おなじ	N5
同一	どういつ	N4
同僚	どうりょう	N3
同時	どうじ	N4
同様	どうよう	N4
名	な	N4
名人	めいじん	N4
向かい	むかい	N4
向かう	むかう	N4
向く	むく	N4
向ける	むける	N4
向こう	むこう	N5
君	きみ	N4
吠える	ほえる	N4
吸う	すう	N5
吹く	ふく	N4
周り	まわり	N4
周囲	しゅうい	N3
味	あじ	N4
味噌	みそ	N4
味方	みかた	N4
呼ぶ	よぶ	N5
命	いのち	N4
命じる	めいじる	N4
命令	めいれい	N4
咲く	さく	N4
咳	せき	N4
品	しな	N4
品	ひん	N4
品物	しなもの	N4
品質	ひんしつ	N2
商人	しょうにん	N4
商品	しょうひん	N4
商売	しょうばい	N4
商店	しょうてん	N3
問い	とい	N4
問い合わせ	といあわせ	N3
問う	とう	N4
喉	のど	N4
喜ぶ	よろこぶ	N4
喫茶店	きっさてん	N4
嘘	うそ	N4
噛む	かむ	N4
器官	きかん	N4
器械	きかい	N4
器用	きよう	N4
四	し	N5
四つ	よっつ	N5
四季	しき	N4
四日	よっか	N5
四角	しかく	N4
回数	かいすう	N3
図	ず	N4
図る	はかる	N4
図書	としょ	N4
図書館	としょかん	N5
国	くに	N5
国会	こっかい	N4
国家	こっか	N4
国民	こくみん	N4
国語	こくご	N4
国際	こくさい	N4
土	つち	N4
土地	とち	N4
土曜	どよう	N4
土曜日	どようび	N5
土産	みやげ	N4
在る	ある	N5
在庫	ざいこ	N2
地	ち	N4
地下	ちか	N4
地下鉄	ちかてつ	N5
地位	ちい	N4
地区	ちく	N4
地味	じみ	N4
地図	ちず	N5
地域	ちいき	N4
地平線	ちへいせん	N4
地方	ちほう	N4
地球	ちきゅう	N4
地理	ちり	N4
地震	じしん	N4
坂	さか	N4
埃	ほこり	N4
城	しろ	N4
基本	きほん	N4
基準	きじゅん	N3
基礎	きそ	N3
報告	ほうこく	N4
場	ば	N4
場合	ばあい	N4
場所	ばしょ	N4
場面	ばめん	N4
塗る	ぬる	N4
塩	しお	N5
増やす	ふやす	N4
壁	かべ	N4
壊す	こわす	N4
壊れる	こわれる	N4
声	こえ	N5
声明	せいめい	N4
売り場	うりば	N4
売る	うる	N5
売れる	うれる	N4
変	へん	N4
変わり	かわり	N4
変化	へんか	N4
変更	へんこう	N3
夏	なつ	N5
夏休み	なつやすみ	N5
夕方	ゆうがた	N5
夕飯	ゆうはん	N5
外	そと	N5
外	ほか	N5
外す	はずす	N4
外れる	はずれる	N4
外交	がいこう	N4
外出	がいしゅつ	N4
外国	がいこく	N5
外国人	がいこくじん	N5
多く	おおく	N4
多分	たぶん	N5
多少	たしょう	N4
夜	よる	N5
夜中	よなか	N4
夜明け	よあけ	N4
夢	ゆめ	N4
大	だい	N4
大いに	おおいに	N4
大丈夫	だいじょうぶ	N5
大事	だいじ	N4
大人	おとな	N5
大人しい	おとなしい	N4
大会	たいかい	N4
大体	だいたい	N4
大使	たいし	N4
大使館	たいしかん	N5
大分	だいぶ	N4
大切	たいせつ	N5
大勢	おおぜい	N5
大半	たいはん	N4
大声	おおごえ	N4
大好き	だいすき	N5
大学	だいがく	N5
大学生	だいがくせい	N4
大家	おおや	N4
大戦	たいせん	N4
大抵	たいてい	N4
大気	たいき	N4
大臣	だいじん	N4
大部分	だいぶぶん	N4
大陸	たいりく	N4
天候	てんこう	N4
天気	てんき	N5
天気予報	てんきよほう	N4
天然	てんねん	N4
太い	ふとい	N5
太る	ふとる	N4
太陽	たいよう	N4
夫	おっと	N4
夫人	ふじん	N4
失う	うしなう	N4
失敗	しっぱい	N4
失望	しつぼう	N4
失業	しつぎょう	N4
失礼	しつれい	N4
契機	けいき	N3
奥さん	おくさん	N4
女	おんな	N5
女の人	おんなのひと	N3
女の子	おんなのこ	N5
女子	じょし	N4
女性	じょせい	N4
女王	じょおう	N4
好み	このみ	N4
好む	このむ	N4
妹	いもうと	N5
妻	つま	N4
姉	あね	N5
姉妹	しまい	N4
始まり	はじまり	N4
始まる	はじまる	N5
始め	はじめ	N4
委員	いいん	N4
娘	むすめ	N4
嫌	いや	N4
嫌い	きらい	N4
子	こ	N4
子ども	こども	N4
子供	こども	N5
字	じ	N4
字体	じたい	N4
字引	じびき	N5
季節	きせつ	N4
学	がく	N4
学ぶ	まなぶ	N4
学問	がくもん	N4
学期	がっき	N4
学習	がくしゅう	N4
学者	がくしゃ	N4
孫	まご	N4
守る	まもる	N4
安全	あんぜん	N4
安定	あんてい	N4
安心	あんしん	N4
完全	かんぜん	N4
完成	かんせい	N4
完璧	かんぺき	N2
定期	ていき	N4
実	み	N4
実に	じつに	N4
実は	じつは	N4
実力	じつりょく	N4
実行	じっこう	N4
実際	じっさい	N4
実験	じっけん	N4
客	きゃく	N4
害	がい	N4
家事	かじ	N4
家具	かぐ	N4
家内	かない	N4
家庭	かてい	N5
家賃	やちん	N4
宿	やど	N4
宿題	しゅくだい	N5
寄せ	よせ	N3
寄る	よる	N4
寝坊	ねぼう	N4
寺	てら	N4
対	たい	N4
対	つい	N4
対する	たいする	N4
対応	たいおう	N2
対照	たいしょう	N4
対象	たいしょう	N4
対面	たいめん	N2
封筒	ふうとう	N4
専門	せんもん	N4
将来	しょうらい	N4
尋ねる	たずねる	N4
導入	どうにゅう	N2
小	しょう	N4
小包	こづつみ	N4
小学校	しょうがっこう	N4
小屋	こや	N4
小説	しょうせつ	N4
小鳥	ことり	N4
小麦	こむぎ	N4
少々	しょうしょう	N4
少し	すこし	N5
少しも	すこしも	N4
少女	しょうじょ	N4
少年	しょうねん	N4
就職	しゅうしょく	N3
局	きょく	N4
届ける	とどける	N4
屋上	おくじょう	N4
屋根	やね	N4
展覧会	てんらんかい	N4
山	やま	N5
岩	いわ	N4
岸	きし	N4
島	しま	N4
州	しゅう	N4
巣	す	N4
工事	こうじ	N3
工場	こうじょう	N4
工夫	くふう	N3
工業	こうぎょう	N4
左	ひだり	N5
左右	さゆう	N4
差	さ	N4
差し上げる	さしあげる	N4
差す	さす	N5
差別	さべつ	N4
市	いち	N4
市	し	N4
市場	いちば	N4
市民	しみん	N4
布団	ふとん	N4
希望	きぼう	N4
席	せき	N4
帯	おび	N4
帰す	かえす	N4
帰り	かえり	N4
帽子	ぼうし	N4
平ら	たいら	N4
平仮名	ひらがな	N5
平和	へいわ	N4
平均	へいきん	N3
平日	へいじつ	N3
平等	びょうどう	N4
年	とし	N5
年中	ねんじゅう	N4
年代	ねんだい	N4
年度	ねんど	N3
年月	としつき	N4
年間	ねんかん	N4
年齢	ねんれい	N3
幸い	さいわい	N4
幸せ	しあわせ	N4
幸福	こうふく	N4
幸運	こううん	N4
広い	ひろい	N5
広がる	ひろがる	N4
広げる	ひろげる	N4
広まる	ひろまる	N4
広める	ひろめる	N4
床屋	とこや	N4
底	そこ	N4
店	みせ	N5
店員	てんいん	N4
度	たび	N4
座る	すわる	N5
庭	にわ	N5
廊下	ろうか	N4
建つ	たつ	N4
建て	～だて	N4
建てる	たてる	N4
建物	たてもの	N5
引き出し	ひきだし	N4
引き受け	ひきうけ	N4
引く	ひく	N5
引っ越し	ひっこし	N3
引っ越す	ひっこす	N4
引用	いんよう	N4
弟	おとうと	N5
弱い	よわい	N5
弱まる	よわまる	N4
弱める	よわめる	N4
強い	つよい	N5
強まる	つよまる	N4
